qid,label,creator,year,country,country_clean,geo_tag,collection,location_label,lat,lon,sitelinks,pageviews_12mo,score,en_article,image
Q167536,The Great Masturbator,Salvador Dalí,1929,Spain,Spain,Spain,Museo Nacional Centro de Arte Reina Sofía,Museo Nacional Centro de Arte Reina Sofía,40.40857143,-3.6939961,18,178211,54.5,The Great Masturbator,http://commons.wikimedia.org/wiki/Special:FilePath/El%20gran%20masturbador.jpg
Q674846,The Night Café,Vincent van Gogh,1888,United States,United States,United States,Yale University Art Gallery,Yale University Art Gallery,41.30839,-72.930958,38,45748,54.4,The Night Café,http://commons.wikimedia.org/wiki/Special:FilePath/Vincent%20Willem%20van%20Gogh%20076.jpg
Q2247406,Judith Slaying Holofernes,Artemisia Gentileschi,1613,Italy,Italy,Italy,Museo di Capodimonte,Museo di Capodimonte,40.86699,14.250346,24,117055,54.4,"Judith Slaying Holofernes (Artemisia Gentileschi, Naples)",http://commons.wikimedia.org/wiki/Special:FilePath/Artemisia%20Gentileschi%20-%20Judith%20Beheading%20Holofernes%20-%20WGA8563.jpg
Q1638622,Adoration of the Magi,Leonardo da Vinci,1482,Italy,Italy,Italy,Uffizi Gallery,Uffizi Gallery,43.768333333,11.255277777,34,58643,54.3,Adoration of the Magi (Leonardo),http://commons.wikimedia.org/wiki/Special:FilePath/Leonardo%20da%20Vinci%2C%20Adoration%2C%20c1481%2C%20Uffizi.jpg
Q275349,Rokeby Venus,Diego Velázquez,1644,United Kingdom,United Kingdom,United Kingdom,National Gallery,National Gallery,51.508888888,-0.128333333,31,69336,54.2,Rokeby Venus,http://commons.wikimedia.org/wiki/Special:FilePath/Diego%20Vel%C3%A1zquez%20-%20Rokeby%20Venus.jpg
Q175628,Barge Haulers on the Volga,Ilya Repin,1870,Russia,Russia,Russia,Russian Museum,Russian Museum,59.938592,30.332221,36,48247,54.1,Barge Haulers on the Volga,http://commons.wikimedia.org/wiki/Special:FilePath/Ilya%20Repin%20-%20Barge%20Haulers%20on%20the%20Volga%20-%20Google%20Art%20Project.jpg
Q3232010,The Two Fridas,Frida Kahlo,1939,Mexico,Mexico,Americas,Museo de Arte Moderno,Museo de Arte Moderno,19.42274,-99.17954,23,114011,54.0,The Two Fridas,
Q1217213,Annunciation,Leonardo da Vinci,1472,Italy,Italy,Italy,Uffizi Gallery,Uffizi Gallery,43.768333333,11.255277777,30,69594,53.9,Annunciation (Leonardo),http://commons.wikimedia.org/wiki/Special:FilePath/Annunciation%20%28Leonardo%29%20%28cropped%29.jpg
Q3267954,Weeping Woman,Pablo Picasso,1937,United Kingdom,United Kingdom,United Kingdom,Tate Modern,Tate Liverpool,53.40075,-2.99445,18,156433,53.9,The Weeping Woman,
Q500812,Sleeping Venus,Giorgione,1509,Germany,Germany,Germany,Staatliche Kunstsammlungen Dresden,Gemäldegalerie Alte Meister,51.05338,13.73466,37,42101,53.8,Sleeping Venus (Giorgione),http://commons.wikimedia.org/wiki/Special:FilePath/Giorgione%20-%20Sleeping%20Venus%20-%20Google%20Art%20Project%202.jpg
Q2293905,Medusa,Caravaggio,1597,Italy,Italy,Italy,Uffizi Gallery,Uffizi Gallery,43.768333333,11.255277777,28,75099,53.7,Medusa (Caravaggio),http://commons.wikimedia.org/wiki/Special:FilePath/Caravaggio%20-%20Medusa%20-%20Google%20Art%20Project.jpg
Q1368055,The Gleaners,Jean-François Millet,1857,France,France,France,Musée d'Orsay,Musée d'Orsay,48.859972,2.326527,26,86546,53.7,The Gleaners,http://commons.wikimedia.org/wiki/Special:FilePath/Jean-Fran%C3%A7ois%20Millet%20-%20Gleaners%20-%20Google%20Art%20Project.jpg
Q421716,"Nude Descending a Staircase, No. 2",Marcel Duchamp,1912,United States,United States,United States,Philadelphia Museum of Art,Philadelphia Museum of Art,39.965833333,-75.181388888,22,112531,53.7,"Nude Descending a Staircase, No. 2",
Q1133420,The Surrender of Brea,Diego Velázquez,1634,Spain,Spain,Spain,Museo del Prado,Museo del Prado,40.413888888,-3.692222222,37,39089,53.5,The Surrender of Breda,http://commons.wikimedia.org/wiki/Special:FilePath/Velazquez-The%20Surrender%20of%20Breda.jpg
Q1169395,The Concert,Johannes Vermeer,1663,United States,United States,United States,Isabella Stewart Gardner Museum,,42.33818,-71.099121,25,88963,53.5,The Concert (Vermeer),http://commons.wikimedia.org/wiki/Special:FilePath/Vermeer%20The%20Concert.jpg
Q2344437,Transfiguration,Raphael,1518,Vatican City,Italy,Italy,Pinacoteca Vaticana,Pinacoteca Vaticana,41.90573,12.45277,24,93875,53.5,Transfiguration (Raphael),http://commons.wikimedia.org/wiki/Special:FilePath/Transfigurazione%20%28Raffaello%29%20September%202015-1a.jpg
Q1213453,The Execution of Lady Jane Grey,Paul Delaroche,1833,United Kingdom,United Kingdom,United Kingdom,National Gallery,National Gallery,51.508888888,-0.128333333,17,148653,53.5,The Execution of Lady Jane Grey,http://commons.wikimedia.org/wiki/Special:FilePath/PAUL%20DELAROCHE%20-%20Ejecuci%C3%B3n%20de%20Lady%20Jane%20Grey%20%28National%20Gallery%20de%20Londres%2C%201834%29.jpg
Q1070896,The Ninth Wave,Ivan Aivazovsky,1850,Russia,Russia,Russia,Russian Museum,Russian Museum,59.938592,30.332221,36,40653,53.4,The Ninth Wave,http://commons.wikimedia.org/wiki/Special:FilePath/Hovhannes%20Aivazovsky%20-%20The%20Ninth%20Wave%20-%20Google%20Art%20Project.jpg
Q1059211,The Baptism of Christ,Leonardo da Vinci,1470,Italy,Italy,Italy,Uffizi Gallery,Hall A.35 Leonardo,43.768333333,11.255277777,30,61733,53.4,The Baptism of Christ (Verrocchio and Leonardo),http://commons.wikimedia.org/wiki/Special:FilePath/Verrocchio%20and%20Leonardo%2C%20Baptism%20of%20Christ%2C%20c1470-75%2C%20Uffizi.jpg
Q2395218,Woman with a Parasol – Madame Monet and Her Son,Claude Monet,1886,United States,United States,United States,"National Gallery of Art (Washington, D.C.)","National Gallery of Art (Washington, D.C.)",38.891388888,-77.02,23,99217,53.4,Woman with a Parasol – Madame Monet and Her Son,http://commons.wikimedia.org/wiki/Special:FilePath/Claude%20Monet%20-%20Woman%20with%20a%20Parasol%20-%20Madame%20Monet%20and%20Her%20Son%20-%20Google%20Art%20Project.jpg
Q713211,Freedom of Speech,Norman Rockwell,1943,United States,United States,United States,Norman Rockwell Museum,Norman Rockwell Museum,42.287917,-73.335864,17,145114,53.4,Freedom of Speech (painting),http://commons.wikimedia.org/wiki/Special:FilePath/Save%20freedom%20of%20speech.%20Buy%20war%20bonds%20%28cropped%29.jpg
Q588695,The Art of Painting,Johannes Vermeer,1667,Allied-occupied Germany,Germany,Germany,Kunsthistorisches Museum,Kunsthistorisches Museum,48.203880555,16.3616,31,54916,53.2,The Art of Painting,http://commons.wikimedia.org/wiki/Special:FilePath/Jan%20Vermeer%20-%20The%20Art%20of%20Painting%20-%20Google%20Art%20Project.jpg
Q656434,La Belle Ferronnière,Leonardo da Vinci,1495,France,France,France,Department of Paintings of the Louvre,Room 710,,,35,41214,53.1,La Belle Ferronnière,http://commons.wikimedia.org/wiki/Special:FilePath/La%20Belle%20Ferroni%C3%A8re%20-%20Google%20Arts.jpg
Q540488,A Burial at Ornans,Gustave Courbet,1841,France,France,France,Musée d'Orsay,Musée d'Orsay,48.859972,2.326527,33,46393,53.1,A Burial at Ornans,http://commons.wikimedia.org/wiki/Special:FilePath/Gustave%20Courbet%20-%20A%20Burial%20at%20Ornans%20-%20Google%20Art%20Project.jpg
Q2727560,The Beheading of Saint John the Baptist,Caravaggio,1608,Malta,Malta,Europe other,St. John's Co-Cathedral,St. John's Co-Cathedral,35.897778,14.512778,30,57450,53.1,The Beheading of Saint John the Baptist (Caravaggio),http://commons.wikimedia.org/wiki/Special:FilePath/La%20decapitaci%C3%B3n%20de%20San%20Juan%20Bautista%2C%20por%20Caravaggio.jpg
Q7536969,Skull of a Skeleton with Burning Cigarette,Vincent van Gogh,1884,Netherlands,Netherlands,Netherlands,Van Gogh Museum,Van Gogh Museum,52.358333333,4.881111111,24,85173,53.1,Skull of a Skeleton with Burning Cigarette,http://commons.wikimedia.org/wiki/Special:FilePath/Kop%20van%20een%20skelet%20met%20brandende%20sigaret%20-%20s0083V1962%20-%20Van%20Gogh%20Museum.jpg
Q1769529,"No. 5, 1948",Jackson Pollock,1948,United States,United States,United States,http://www.wikidata.org/.well-known/genid/ca67deddc8105f43bdd7927118b3a6f1,United States,39.828175,-98.5795,22,94099,53.0,"No. 5, 1948",
Q3228112,The Old Guitarist,Pablo Picasso,1903,United States,United States,United States,Art Institute of Chicago,Art Institute of Chicago,41.879444444,-87.623888888,16,141968,53.0,The Old Guitarist,
Q2304870,The Seven Deadly Sins and the Four Last Things,Hieronymus Bosch,1500,Spain,Spain,Spain,Museo del Prado,Museo del Prado,40.413888888,-3.692222222,24,81546,52.9,The Seven Deadly Sins and the Four Last Things,http://commons.wikimedia.org/wiki/Special:FilePath/Hieronymus%20Bosch-%20The%20Seven%20Deadly%20Sins%20and%20the%20Four%20Last%20Things.JPG
Q2445726,The Lady of Shalott,John William Waterhouse,1888,United Kingdom,United Kingdom,United Kingdom,National Gallery,Tate,51.508888888,-0.128333333,20,105932,52.9,The Lady of Shalott (painting),http://commons.wikimedia.org/wiki/Special:FilePath/John%20William%20Waterhouse%20-%20The%20Lady%20of%20Shalott%20-%20Google%20Art%20Project%20%28derivative%20work%20-%20AutoContrast%20edit%20in%20LCH%20space%29.jpg
Q500936,The Dog,Francisco Goya,1819,Spain,Spain,Spain,Museo del Prado,Museo del Prado,40.413888888,-3.692222222,19,112983,52.9,The Dog (Goya),http://commons.wikimedia.org/wiki/Special:FilePath/Goya%20Dog.jpg
Q573949,Marilyn Diptyque,Andy Warhol,1962,United Kingdom,United Kingdom,United Kingdom,Tate,Riaillé,47.518888888,-1.295555555,16,135939,52.8,Marilyn Diptych,
Q94802,The Burial of the Count of Orgaz,El Greco,1586,Spain,Spain,Spain,Church of Santo Tomé,Church of Santo Tomé,39.856822222,-4.028133333,29,55696,52.7,The Burial of the Count of Orgaz,http://commons.wikimedia.org/wiki/Special:FilePath/El%20Greco%20-%20The%20Burial%20of%20the%20Count%20of%20Orgaz.JPG
Q474024,Amor Vincit Omnia,Caravaggio,1601,Germany,Germany,Germany,Gemäldegalerie Berlin,"17th and 18th centuries Italian, French, Spanish paintings - Room XIV",52.508611111,13.364722222,28,58764,52.7,Amor Vincit Omnia (Caravaggio),http://commons.wikimedia.org/wiki/Special:FilePath/Caravaggio%20-%20Cupid%20as%20Victor%20-%20Google%20Art%20Project.jpg
Q2200610,The Yellow House,Vincent van Gogh,1888,Netherlands,Netherlands,Netherlands,Van Gogh Museum,Van Gogh Museum,52.358333333,4.881111111,37,31801,52.6,The Yellow House,http://commons.wikimedia.org/wiki/Special:FilePath/Vincent%20van%20Gogh%20-%20The%20yellow%20house%20%28%27The%20street%27%29.jpg
Q326503,The Sleepers,Gustave Courbet,1866,France,France,France,Musée des Beaux-Arts de la ville de Paris,Petit Palais,48.866027777,2.314555555,31,47556,52.6,Le Sommeil,http://commons.wikimedia.org/wiki/Special:FilePath/Gustave%20Courbet%20-%20Le%20Sommeil%20%281866%29%2C%20Paris%2C%20Petit%20Palais.jpg
Q846213,Flaming June,Frederic Leighton,1895,Puerto Rico,United States,United States,Museo de Arte de Ponce,Museo de Arte de Ponce,18.003888888,-66.616944444,24,76231,52.6,Flaming June,http://commons.wikimedia.org/wiki/Special:FilePath/Flaming%20June%2C%20by%20Frederic%20Lord%20Leighton%20%281830-1896%29.jpg
Q318947,Supper at Emmaus,Caravaggio,1601,United Kingdom,United Kingdom,United Kingdom,National Gallery,Room 32 Baroque Splendour: Italian Painting 1600–1700,51.508888888,-0.128333333,29,52161,52.5,"Supper at Emmaus (Caravaggio, London)",http://commons.wikimedia.org/wiki/Special:FilePath/Caravaggio%20-%20Supper%20at%20Emmaus%20-%20National%20Gallery%20London.jpeg
Q7649946,Portrait of Winston Churchill,Graham Sutherland,1954,,,,http://www.wikidata.org/.well-known/genid/27787d4351cf990430e4eecc50e1c70f,,,,12,166084,52.5,Portrait of Winston Churchill (Sutherland),
Q1213917,The Church at Auvers,Vincent van Gogh,1890,France,France,France,Musée d'Orsay,Musée d'Orsay,48.859972,2.326527,37,29779,52.3,The Church at Auvers,http://commons.wikimedia.org/wiki/Special:FilePath/Vincent%20van%20Gogh%20-%20The%20Church%20in%20Auvers-sur-Oise%2C%20View%20from%20the%20Chevet%20-%20Google%20Art%20Project.jpg
Q1473546,Doni Tondo,Michelangelo,1500,Italy,Italy,Italy,Uffizi Gallery,Uffizi Gallery,43.768333333,11.255277777,31,44081,52.3,Doni Tondo,http://commons.wikimedia.org/wiki/Special:FilePath/Tondo%20Doni%202015.png
Q2627056,David with the Head of Goliath,Caravaggio,1605,Italy,Italy,Italy,Borghese Collection,Galleria Borghese,41.91421,12.492144,25,62417,52.1,"David with the Head of Goliath (Caravaggio, Rome)",http://commons.wikimedia.org/wiki/Special:FilePath/David%20with%20the%20Head%20of%20Goliath-Caravaggio%20%281610%29.jpg
Q2665048,Dante and Virgil in Hell,William-Adolphe Bouguereau,1850,France,France,France,Musée d'Orsay,Musée d'Orsay,48.859972,2.326527,24,67288,52.1,Dante and Virgil,http://commons.wikimedia.org/wiki/Special:FilePath/William%20Bouguereau%20-%20Dante%20and%20Virgile%20-%20Google%20Art%20Project%202.jpg
Q1283024,The Birth of Venus,William-Adolphe Bouguereau,1879,France,France,France,Musée d'Orsay,Musée d'Orsay,48.859972,2.326527,33,35898,52.0,The Birth of Venus (Bouguereau),http://commons.wikimedia.org/wiki/Special:FilePath/William-Adolphe%20Bouguereau%20%281825-1905%29%20-%20The%20Birth%20of%20Venus%20%281879%29.jpg
Q1133821,Death of Sardanapalus,Eugène Delacroix,1827,France,France,France,Department of Paintings of the Louvre,Room 700,48.8605,2.33494,30,43861,52.0,The Death of Sardanapalus,http://commons.wikimedia.org/wiki/Special:FilePath/La%20Mort%20de%20Sardanapale%20-%20Eug%C3%A8ne%20Delacroix%20-%20Mus%C3%A9e%20du%20Louvre%20Peintures%20RF%202346.jpg
Q3173195,Declaration of Independence,John Trumbull,1810,United States,United States,United States,United States Capitol,United States Capitol,38.889722222,-77.009166666,17,104043,52.0,Declaration of Independence (painting),http://commons.wikimedia.org/wiki/Special:FilePath/Declaration%20of%20Independence%20%281819%29%2C%20by%20John%20Trumbull.jpg
Q713199,Freedom from Want,Norman Rockwell,1943,United States,United States,United States,Norman Rockwell Museum,Norman Rockwell Museum,42.287917,-73.335864,12,144179,52.0,Freedom from Want,http://commons.wikimedia.org/wiki/Special:FilePath/Freedom%20from%20want%20by%20normanrockwell.jpg
Q1239950,L'Absinthe,Edgar Degas,1875,France,France,France,Musée d'Orsay,Musée d'Orsay,48.859972,2.326527,30,42945,51.9,L'Absinthe,http://commons.wikimedia.org/wiki/Special:FilePath/Edgar%20Degas%20-%20In%20a%20Caf%C3%A9%20-%20Google%20Art%20Project%202.jpg
Q1167796,An Experiment on a Bird in the Air Pump,Joseph Wright of Derby,1768,United Kingdom,United Kingdom,United Kingdom,National Gallery,National Gallery,51.508888888,-0.128333333,24,63168,51.9,An Experiment on a Bird in the Air Pump,http://commons.wikimedia.org/wiki/Special:FilePath/An%20Experiment%20on%20a%20Bird%20in%20an%20Air%20Pump%20by%20Joseph%20Wright%20of%20Derby%2C%201768.jpg
Q1195035,The Kiss,Francesco Hayez,1859,Italy,Italy,Italy,Pinacoteca di Brera,Pinacoteca di Brera,45.471955,9.187815,28,47064,51.8,The Kiss (Hayez),http://commons.wikimedia.org/wiki/Special:FilePath/El%20Beso%20%28Pinacoteca%20de%20Brera%2C%20Mil%C3%A1n%2C%201859%29.jpg
Q2290433,The Massacre at Chios,Eugène Delacroix,1824,France,France,France,Department of Paintings of the Louvre,Room 700,48.8605,2.33494,28,47802,51.8,The Massacre at Chios,http://commons.wikimedia.org/wiki/Special:FilePath/Sc%C3%A8ne%20des%20massacres%20de%20Scio%2C%20Eug%C3%A8ne%20Delacroix%20-%20Mus%C3%A9e%20du%20Louvre%20Peintures%20INV%203823%20%3B%20C3.jpg
Q2571560,The Angelus,Jean-François Millet,1858,France,France,France,Musée d'Orsay,Musée d'Orsay,48.859972,2.326527,21,75305,51.8,The Angelus (painting),http://commons.wikimedia.org/wiki/Special:FilePath/JEAN-FRAN%C3%87OIS%20MILLET%20-%20El%20%C3%81ngelus%20%28Museo%20de%20Orsay%2C%201857-1859.%20%C3%93leo%20sobre%20lienzo%2C%2055.5%20x%2066%20cm%29.jpg
Q471289,The Wounded Angel,Hugo Simberg,1903,Finland,Finland,Europe other,Finnish National Gallery,Ateneum,60.1700846,24.9439789,29,43587,51.7,The Wounded Angel,http://commons.wikimedia.org/wiki/Special:FilePath/The%20Wounded%20Angel%20-%20Hugo%20Simberg.jpg
Q2027662,The Turkish Bath,Jean-Auguste-Dominique Ingres,1862,France,France,France,Department of Paintings of the Louvre,Room 940,,,27,49131,51.7,The Turkish Bath,http://commons.wikimedia.org/wiki/Special:FilePath/Le%20Bain%20Turc%2C%20by%20Jean%20Auguste%20Dominique%20Ingres%2C%20from%20C2RMFFXD.jpg
Q2521909,The Last Day of Pompeii,Karl Bryullov,1833,Italy,Italy,Italy,Russian Museum,Russian Museum,59.938592,30.332221,27,49219,51.7,The Last Day of Pompeii,http://commons.wikimedia.org/wiki/Special:FilePath/Karl%20Brullov%20-%20The%20Last%20Day%20of%20Pompeii%20-%20Google%20Art%20Project.jpg
Q2339059,"Rain, Steam and Speed – The Great Western Railway",J. M. W. Turner,1843,United Kingdom,United Kingdom,United Kingdom,National Gallery,United Kingdom,54.6,-2.0,26,53129,51.7,"Rain, Steam and Speed – The Great Western Railway",http://commons.wikimedia.org/wiki/Special:FilePath/Turner%20-%20Rain%2C%20Steam%20and%20Speed%20-%20National%20Gallery%20file.jpg
Q546241,Theotokos of Vladimir,http://www.wikidata.org/.well-known/genid/8ae9eff5d369995d380e8b3a3c59c98e,1125,Russia,Russia,Russia,Tretyakov Gallery,Tretyakov Gallery,55.741389,37.620864,31,36821,51.6,Virgin of Vladimir,http://commons.wikimedia.org/wiki/Special:FilePath/Vladimirskaja%20ikona%20Bo%C5%BEiej%20Materi.jpg
Q2126369,Mona Lisa,http://www.wikidata.org/.well-known/genid/3ea9d533d112cc12b409d29edc8f3369,1511,Spain,Spain,Spain,Museo del Prado,Museo del Prado,40.413888888,-3.692222222,15,108134,51.6,Mona Lisa (Prado),http://commons.wikimedia.org/wiki/Special:FilePath/Gioconda%20%28copia%20del%20Museo%20del%20Prado%20restaurada%29.jpg
Q25749,Christ of Saint John of the Cross,Salvador Dalí,1951,United Kingdom,United Kingdom,United Kingdom,Kelvingrove Art Gallery and Museum,Kelvingrove Art Gallery and Museum,55.868608412,-4.290636382,12,132010,51.6,Christ of Saint John of the Cross,
Q2666439,Morning in a Pine Forest,Ivan Shishkin,1889,Russia,Russia,Russia,Tretyakov Gallery,Tretyakov Gallery,55.741389,37.620864,30,37451,51.4,Morning in a Pine Forest,http://commons.wikimedia.org/wiki/Special:FilePath/Shishkin%2C%20Ivan%20-%20Morning%20in%20a%20Pine%20Forest.jpg
Q883994,View of Toledo,El Greco,1596,United States,United States,United States,Metropolitan Museum of Art,Metropolitan Museum of Art,40.779444444,-73.963333333,28,43125,51.4,View of Toledo,http://commons.wikimedia.org/wiki/Special:FilePath/View%20of%20Toledo%20MET%20DP349564.jpg
Q56886750,Love is in the Bin,Banksy,2018,,,,http://www.wikidata.org/.well-known/genid/7c359191091487de57bc4539efcc3bef,,,,16,95025,51.4,Love Is in the Bin,
Q2293953,Venus and Mars,Sandro Botticelli,1485,United Kingdom,United Kingdom,United Kingdom,National Gallery,Room 62 The Family Palace: Painting in Florence 1400‒1500,51.508888888,-0.128333333,27,44521,51.3,Venus and Mars (Botticelli),http://commons.wikimedia.org/wiki/Special:FilePath/Venus%20and%20Mars.jpg
Q1217288,Temptation of Saint Anthony,Hieronymus Bosch,1501,Portugal,Portugal,Europe other,National Museum of Ancient Art,National Museum of Ancient Art,38.7053,-9.16072,24,54517,51.3,Triptych of the Temptation of St. Anthony,http://commons.wikimedia.org/wiki/Special:FilePath/Temptation%20of%20Saint%20Anthony.jpg
Q2324643,Judith I,Gustav Klimt,1901,Austria,Austria,Austria,Belvedere,Belvedere,48.191388888,16.380833333,23,58955,51.3,Judith I,http://commons.wikimedia.org/wiki/Special:FilePath/Judith%201%20%28cropped%29.jpg
Q1240092,Portrait of Innocent X,Diego Velázquez,1700,Italy,Italy,Italy,Galleria Doria Pamphilj,Galleria Doria Pamphilj,41.897669,12.481145,22,63397,51.3,Portrait of Innocent X,http://commons.wikimedia.org/wiki/Special:FilePath/Diego%20Vel%C3%A1zquez%2C%20Portrait%20du%20pape%20Innocent%20X%2C%201650%2C%20huile%20sur%20toile%2C%20140%20%C3%97%20120%20cm%2C%20Rome%2C%20Galleria%20Doria%20Pamphilj%20%28inv.%20237%29.jpg
