qid,label,creator,year,country,country_clean,geo_tag,collection,location_label,lat,lon,sitelinks,pageviews_12mo,score,en_article,image
Q9295442,Hylas and the Nymphs,John William Waterhouse,1896,United Kingdom,United Kingdom,United Kingdom,Manchester Art Gallery,Manchester Art Gallery,53.478611111,-2.241388888,22,45580,50.0,Hylas and the Nymphs (painting),http://commons.wikimedia.org/wiki/Special:FilePath/Waterhouse%20Hylas%20and%20the%20Nymphs%20Manchester%20Art%20Gallery%201896.15.jpg
Q693746,The Monk by the Sea,Caspar David Friedrich,1800,Germany,Germany,Germany,Alte Nationalgalerie,Alte Nationalgalerie,52.52081,13.398353,21,48968,50.0,The Monk by the Sea,http://commons.wikimedia.org/wiki/Special:FilePath/Friedrich%2C%20Caspar%20David%20-%20M%C3%B6nch%20am%20Meer%20-%20Alte%20Nationalgalerie%20in%20Berlin.jpg
Q1142058,Benois Madonna,Leonardo da Vinci,1480,Russia,Russia,Russia,Hermitage Museum,Hermitage Museum,59.940555555,30.313611111,37,16288,49.9,Benois Madonna,http://commons.wikimedia.org/wiki/Special:FilePath/Leonardo%2C%20Madonna%20Benois.JPG
Q194137,The Sea of Ice,Caspar David Friedrich,1823,Germany,Germany,Germany,Hamburger Kunsthalle,Hamburger Kunsthalle,53.555,10.003055555,27,31598,49.9,The Sea of Ice,http://commons.wikimedia.org/wiki/Special:FilePath/Friedrich%2C%20Caspar%20David%20-%20Eismeer.jpg
Q1118295,Van Gogh's Chair,Vincent van Gogh,1889,United Kingdom,United Kingdom,United Kingdom,National Gallery,National Gallery,51.508888888,-0.128333333,19,52960,49.8,Van Gogh's Chair,http://commons.wikimedia.org/wiki/Special:FilePath/Vincent%20Willem%20van%20Gogh%20138.jpg
Q1757920,The Light of the World,William Holman Hunt,1853,United Kingdom,United Kingdom,United Kingdom,Keble College,Keble College,51.7589,-1.25771,17,60757,49.8,The Light of the World (Hunt),http://commons.wikimedia.org/wiki/Special:FilePath/Hunt%2C%20William%20Homan%20-%20The%20Light%20of%20the%20World%20-%201853-54.jpg
Q4310527,The Body of the Dead Christ in the Tomb,Hans Holbein the Younger,1520,Switzerland,Switzerland,Switzerland,Kunstmuseum Basel,Germany,51.0,10.0,16,65637,49.8,The Body of the Dead Christ in the Tomb,http://commons.wikimedia.org/wiki/Special:FilePath/Holbein%20%E2%80%94%20Dead%20Christ.jpg
Q568847,The Descent from the Cross,Rogier van der Weyden,1440,Spain,Spain,Spain,Museo del Prado,Royal Monastery of San Lorenzo de El Escorial,40.589167,-4.147778,27,30501,49.7,The Descent from the Cross (van der Weyden),http://commons.wikimedia.org/wiki/Special:FilePath/El%20Descendimiento%2C%20by%20Rogier%20van%20der%20Weyden%2C%20from%20Prado%20in%20Google%20Earth.jpg
Q663133,The Cardsharps,Caravaggio,1590,United States,United States,United States,Q1741629,Q1741629,32.748611111,-97.365,24,37331,49.7,The Cardsharps,http://commons.wikimedia.org/wiki/Special:FilePath/Caravaggio%20-%20The%20Cardsharps%20%281596-97%29%20Kimbell%20Art%20Museum.jpg
Q1212861,The Birth of Venus,Alexandre Cabanel,1863,France,France,France,Musée d'Orsay,Musée d'Orsay,48.859972,2.326527,22,42995,49.7,The Birth of Venus (Cabanel),http://commons.wikimedia.org/wiki/Special:FilePath/Alexandre%20Cabanel%20-%20The%20Birth%20of%20Venus%20-%20Google%20Art%20Project%202.jpg
Q472799,Mary Untier of Knots,Johann Georg Melchior Schmittner,1700,Germany,Germany,Germany,St. Peter am Perlach,St. Peter am Perlach,48.369153,10.898414,21,45296,49.7,"Mary, Untier of Knots",http://commons.wikimedia.org/wiki/Special:FilePath/Mary%2C%20Untier%20of%20Knots%20by%20Schmidtner.png
Q697332,Children's Games,Pieter Brueghel the Elder,1560,Austria,Austria,Austria,Kunsthistorisches Museum,Kunsthistorisches Museum,48.203880555,16.3616,21,45612,49.7,Children's Games (Bruegel),http://commons.wikimedia.org/wiki/Special:FilePath/Pieter%20Bruegel%20the%20Elder%20-%20Children%E2%80%99s%20Games%20-%20Google%20Art%20Project.jpg
Q2273517,Conversion on the Way to Damascus,Caravaggio,1600,Italy,Italy,Italy,Santa Maria del Popolo,Cerasi Chapel,41.911502777,12.476655555,21,45063,49.7,Conversion on the Way to Damascus,http://commons.wikimedia.org/wiki/Special:FilePath/Conversion%20on%20the%20Way%20to%20Damascus-Caravaggio%20%28c.1600-1%29.jpg
Q2461258,The Crying Boy,Giovanni Bragolin,1950,,,,http://www.wikidata.org/.well-known/genid/d7e7c7fd51a360ca14582d998ab1aadb,,,,14,73026,49.7,The Crying Boy,
Q1327676,Madonna Litta,Leonardo da Vinci,1490,Russia,Russia,Russia,Hermitage Museum,Hermitage Museum,59.940555555,30.313611111,30,24452,49.6,Madonna Litta,http://commons.wikimedia.org/wiki/Special:FilePath/Leonardo%20da%20Vinci%20attributed%20-%20Madonna%20Litta.jpg
Q2338417,The Martyrdom of Saint Matthew,Caravaggio,1600,Italy,Italy,Italy,San Luigi dei Francesi,San Luigi dei Francesi,41.899583333,12.474666666,24,36374,49.6,The Martyrdom of Saint Matthew (Caravaggio),http://commons.wikimedia.org/wiki/Special:FilePath/Caravaggio%20%E2%80%94%20The%20Martyrdom%20of%20Saint%20Matthew.jpg
Q241455,The Battle of Alexander at Issus,Albrecht Altdorfer,1529,Germany,Germany,Germany,Bavarian State Painting Collections,"Alte Pinakothek, upper floor, gallery I",48.149583,11.571776,21,44468,49.6,The Battle of Alexander at Issus,http://commons.wikimedia.org/wiki/Special:FilePath/Albrecht%20Altdorfer%20-%20Schlacht%20bei%20Issus%20%28Alte%20Pinakothek%2C%20M%C3%BCnchen%29%20-%20Google%20Art%20Project.jpg
Q3630735,Self-portrait,Vincent van Gogh,1889,France,France,France,Musée d'Orsay,Musée d'Orsay,48.859972,2.326527,21,44640,49.6,"Self-portrait (van Gogh, Paris)",http://commons.wikimedia.org/wiki/Special:FilePath/Vincent%20van%20Gogh%20-%20Self-Portrait%20-%20Google%20Art%20Project.jpg
Q3224275,The Slave Market,Jean-Léon Gérôme,1866,United States,United States,United States,Clark Art Institute,Clark Art Institute,42.7078,-73.2136,20,47216,49.6,The Slave Market (Gérôme painting),http://commons.wikimedia.org/wiki/Special:FilePath/Jean-L%C3%A9on%20G%C3%A9r%C3%B4me%20-%20Le%20March%C3%A9%20d%27esclaves.jpg
Q2324840,The Ancient of Days,William Blake,1794,United Kingdom,United Kingdom,United Kingdom,Glasgow University Library,British Museum,54.6,-2.0,19,50926,49.6,The Ancient of Days,http://commons.wikimedia.org/wiki/Special:FilePath/Europe%20a%20Prophecy%20copy%20K%20plate%2001.jpg
Q2354251,The Barque of Dante,Eugène Delacroix,1822,France,France,France,Department of Paintings of the Louvre,Room 700,48.8605,2.33494,26,30714,49.5,The Barque of Dante,http://commons.wikimedia.org/wiki/Special:FilePath/Eug%C3%A8ne%20Delacroix%20-%20The%20Barque%20of%20Dante.jpg
Q794077,Sacred and Profane Love,Titian,1514,Italy,Italy,Italy,Borghese Collection,Galleria Borghese,41.91421,12.492144,26,29901,49.4,Sacred and Profane Love,http://commons.wikimedia.org/wiki/Special:FilePath/Tiziano%20-%20Amor%20Sacro%20y%20Amor%20Profano%20%28Galer%C3%ADa%20Borghese%2C%20Roma%2C%201514%29FXD.jpg
Q1516449,Madonna of Chancellor Rolin,Jan van Eyck,1500,France,France,France,Department of Paintings of the Louvre,Room 818,,,25,32067,49.4,Madonna of Chancellor Rolin,http://commons.wikimedia.org/wiki/Special:FilePath/The%20Virgin%20with%20Chancellor%20Rolin%20by%20Jan%20van%20Eyck%20%28Louvre%29.webp
Q1206860,Bacchus and Ariadne,Titian,1520,United Kingdom,United Kingdom,United Kingdom,National Gallery,National Gallery,51.508888888,-0.128333333,20,45603,49.4,Bacchus and Ariadne,http://commons.wikimedia.org/wiki/Special:FilePath/Titian%20Bacchus%20and%20Ariadne.jpg
Q3978274,Susanna and the Elders,Artemisia Gentileschi,1610,Germany,Germany,Germany,Schloss Weißenstein,Schloss Weißenstein,49.76274,10.82049,17,54517,49.3,"Susanna and the Elders (Artemisia Gentileschi, Pommersfelden)",http://commons.wikimedia.org/wiki/Special:FilePath/Susanna%20and%20the%20Elders%20%281610%29%2C%20Artemisia%20GentileschiFXD.jpg
Q1167178,The Painter's Studio,Gustave Courbet,1850,France,France,France,Musée d'Orsay,Musée d'Orsay,48.859972,2.326527,30,22007,49.2,The Painter's Studio,http://commons.wikimedia.org/wiki/Special:FilePath/Courbet%20LAtelier%20du%20peintre.jpg
Q63692,The Procuress,Johannes Vermeer,1656,Germany,Germany,Germany,Staatliche Kunstsammlungen Dresden,Gemäldegalerie Alte Meister,51.05338,13.73466,24,32581,49.2,The Procuress (Vermeer),http://commons.wikimedia.org/wiki/Special:FilePath/Johannes%20Vermeer%20-%20The%20Procuress%20-%20Google%20Art%20Project.jpg
Q867403,Madonna with the Long Neck,Parmigianino,1600,Italy,Italy,Italy,Uffizi Gallery,Uffizi Gallery,43.768333333,11.255277777,24,32674,49.2,Madonna with the Long Neck,http://commons.wikimedia.org/wiki/Special:FilePath/Parmigianino%20-%20Madonna%20and%20Child%20with%20Angels%2C%20known%20as%20the%20Madonna%20with%20the%20Long%20Neck.jpg
Q1314013,The Intervention of the Sabine Women,Jacques-Louis David,1799,France,France,France,Department of Paintings of the Louvre,Room 702,48.860194444,2.336111111,22,37637,49.2,The Intervention of the Sabine Women,http://commons.wikimedia.org/wiki/Special:FilePath/The%20Intervention%20of%20the%20Sabine%20Women%20-%20David%20%28Louvre%20INV%203691%29.jpg
Q3877556,Nu couché,Amedeo Modigliani,1917,People's Republic of China,China,Asia,Long Museum,Long Museum,31.21811,121.569761,20,42886,49.2,Nu couché,http://commons.wikimedia.org/wiki/Special:FilePath/Modigliani%20-%20Nu%20couch%C3%A9.jpg
Q960157,Christ in the House of His Parents,John Everett Millais,1849,United Kingdom,United Kingdom,United Kingdom,National Gallery,Tate Britain,51.491062,-0.127789,17,52940,49.2,Christ in the House of His Parents,http://commons.wikimedia.org/wiki/Special:FilePath/John%20Everett%20Millais%20-%20Christ%20in%20the%20House%20of%20His%20Parents%20%28%60The%20Carpenter%27s%20Shop%27%29%20-%20Google%20Art%20Project.jpg
Q4808020,Automat,Edward Hopper,1927,United States,United States,United States,Des Moines Art Center,Des Moines Art Center,41.583888888,-93.681666666,17,52096,49.2,Automat (Hopper),http://commons.wikimedia.org/wiki/Special:FilePath/Automat-edward-hopper-1927.jpg
Q172354,Dream Caused by the Flight of a Bee Around a Pomegranate a Second Before Awakening,Salvador Dalí,1944,Spain,Spain,Spain,Thyssen-Bornemisza Museum,Thyssen-Bornemisza Museum,40.416041,-3.694925,13,68777,49.2,Dream Caused by the Flight of a Bee Around a Pomegranate a Second Before Awakening,
Q2030685,The Marriage of the Virgin,Raphael,1504,Italy,Italy,Italy,Pinacoteca di Brera,Pinacoteca di Brera,45.471955,9.187815,28,24335,49.1,The Marriage of the Virgin (Raphael),http://commons.wikimedia.org/wiki/Special:FilePath/Raffaello%20-%20Spozalizio%20-%20Web%20Gallery%20of%20Art.jpg
Q17275221,Truth Coming Out of Her Well,Jean-Léon Gérôme,1896,France,France,France,Musée Anne de Beaujeu,Musée Anne de Beaujeu,46.56722901,3.33000501,18,48409,49.1,Truth Coming Out of Her Well,http://commons.wikimedia.org/wiki/Special:FilePath/Jean%20L%C3%A9on%20Gerome%201896%20La%20V%C3%A9rit%C3%A9%20sortant%20du%20puits.JPG
Q1799228,La Vie,Pablo Picasso,1903,United States,United States,United States,Cleveland Museum of Art,Cleveland Museum of Art,41.508888888,-81.611666666,13,67776,49.1,La Vie (painting),
Q1651874,A Journalist Lecturing on the Orrery,Joseph Wright of Derby,1766,United Kingdom,United Kingdom,United Kingdom,Derby Museum and Art Gallery,Derby Museum and Art Gallery,52.92292,-1.48003,29,22505,49.0,A Philosopher Lecturing on the Orrery,http://commons.wikimedia.org/wiki/Special:FilePath/Wright%20of%20Derby%2C%20The%20Orrery.jpg
Q334360,The Abbey in the Oakwood,Caspar David Friedrich,1809,Germany,Germany,Germany,Alte Nationalgalerie,Alte Nationalgalerie,52.52081,13.398353,28,24170,49.0,The Abbey in the Oakwood,http://commons.wikimedia.org/wiki/Special:FilePath/Caspar%20David%20Friedrich%20-%20Abtei%20im%20Eichwald%20-%20Google%20Art%20Project.jpg
Q700251,Girl Reading a Letter at an Open Window,Johannes Vermeer,1658,Germany,Germany,Germany,Staatliche Kunstsammlungen Dresden,Gemäldegalerie Alte Meister,51.05338,13.73466,27,25566,49.0,Girl Reading a Letter at an Open Window,http://commons.wikimedia.org/wiki/Special:FilePath/Jan%20Vermeer%20van%20Delft%20-%20Brieflezend%20meisje%20bij%20het%20venster%20%28ca.%201657-59%29.jpg
Q2706250,The Ugly Duchess,Quinten Metsys,1513,United Kingdom,United Kingdom,United Kingdom,National Gallery,National Gallery,51.508888888,-0.128333333,15,57127,49.0,The Ugly Duchess,http://commons.wikimedia.org/wiki/Special:FilePath/Quentin%20Matsys%20-%20A%20Grotesque%20old%20woman.jpg
Q1437492,Woman with a hat,Henri Matisse,1905,United States,United States,United States,San Francisco Museum of Modern Art,San Francisco Museum of Modern Art,37.785718,-122.401051,15,57883,49.0,Woman with a Hat,http://commons.wikimedia.org/wiki/Special:FilePath/Matisse-Woman-with-a-Hat.jpg
Q2293936,Self-Portrait as Bacchus,Caravaggio,1595,Italy,Italy,Italy,Galleria Borghese,Room 8 - room of Silen,41.91421,12.492144,28,23433,48.9,Young Sick Bacchus,http://commons.wikimedia.org/wiki/Special:FilePath/Young%20Sick%20Bacchus-Caravaggio%20%281593%29.jpg
Q1170480,Syndics of the Drapers' Guild,Rembrandt,1662,Netherlands,Netherlands,Netherlands,Rijksmuseum,Gallery of Honour,52.360025,4.885286111,22,34738,48.9,Syndics of the Drapers' Guild,http://commons.wikimedia.org/wiki/Special:FilePath/Rembrandt%20-%20De%20Staalmeesters-%20het%20college%20van%20staalmeesters%20%28waardijns%29%20van%20het%20Amsterdamse%20lakenbereidersgilde%20-%20Google%20Art%20Project.jpg
Q1237863,Pollice Verso,Jean-Léon Gérôme,1872,United States,United States,United States,Phoenix Art Museum,Phoenix Art Museum,33.466749,-112.072655,20,40265,48.9,Pollice Verso (Gérôme),http://commons.wikimedia.org/wiki/Special:FilePath/Jean-Leon%20Gerome%20Pollice%20Verso.jpg
Q1313605,The Emperor Napoleon in His Study at the Tuileries,Jacques-Louis David,1812,United States,United States,United States,"National Gallery of Art (Washington, D.C.)","National Gallery of Art (Washington, D.C.)",38.891388888,-77.02,19,42849,48.9,The Emperor Napoleon in His Study at the Tuileries,http://commons.wikimedia.org/wiki/Special:FilePath/The%20Emperor%20Napoleon%20in%20His%20Study%20at%20the%20Tuileries%2C%20by%20Jacques-Louis%20David%20%281812%29%20-%20National%20Gallery%20of%20Art%20%28Samuel%20H.%20Kress%20Foundation%29.jpg
Q232087,Two men contemplating the Moon,Caspar David Friedrich,1819,Germany,Germany,Germany,Staatliche Kunstsammlungen Dresden,Galerie Neue Meister,51.051944388,13.744444388,17,49300,48.9,Two Men Contemplating the Moon,http://commons.wikimedia.org/wiki/Special:FilePath/Caspar%20David%20Friedrich%20-%20Two%20Men%20Contemplating%20the%20Moon%20-%20Google%20Art%20Project.jpg
Q3227448,Le Suicidé,Édouard Manet,1877,Switzerland,Switzerland,Switzerland,Foundation E.G. Bührle Collection,Foundation E.G. Bührle Collection,47.353045,8.561758,16,52676,48.9,Le Suicidé,http://commons.wikimedia.org/wiki/Special:FilePath/Edouard%20Manet%20-%20Le%20Suicid%C3%A9.jpg
Q663481,Golconda,René Magritte,1953,United States,United States,United States,Menil Collection,Menil Collection,29.73734,-95.39851,14,60241,48.9,Golconda (Magritte),
Q21010270,The Wounded Deer,Frida Kahlo,1946,,,,http://www.wikidata.org/.well-known/genid/c24b154096bc8d2abcd69b2711207df3,,,,12,68946,48.9,The Wounded Deer,
Q972196,Saint Jerome in the Wilderness,Leonardo da Vinci,1480,Vatican City,Italy,Italy,Pinacoteca Vaticana,Pinacoteca Vaticana,41.90573,12.45277,24,29957,48.8,Saint Jerome in the Wilderness (Leonardo),http://commons.wikimedia.org/wiki/Special:FilePath/Leonardo%20da%20Vinci%20%E2%80%94%20Jerome.jpg
Q531329,The Embarkation for Cythera,Jean-Antoine Watteau,1717,France,France,France,Department of Paintings of the Louvre,Room 917,,,22,33771,48.8,The Embarkation for Cythera,http://commons.wikimedia.org/wiki/Special:FilePath/L%27Embarquement%20pour%20Cyth%C3%A8re%2C%20by%20Antoine%20Watteau%2C%20from%20C2RMF%20retouched.jpg
Q689236,The Fight Between Carnival and Lent,Pieter Brueghel the Elder,1559,Austria,Austria,Austria,Kunsthistorisches Museum,Kunsthistorisches Museum,48.203880555,16.3616,20,39492,48.8,The Fight Between Carnival and Lent,http://commons.wikimedia.org/wiki/Special:FilePath/Pieter%20Bruegel%20d.%20%C3%84.%20066.jpg
Q32496,Bathsheba at Her Bath,Rembrandt,1654,France,France,France,Department of Paintings of the Louvre,Room 844,,,18,44350,48.8,Bathsheba at Her Bath (Rembrandt),http://commons.wikimedia.org/wiki/Special:FilePath/Bethsab%C3%A9e%20au%20bain%20tenant%20la%20lettre%20du%20roi%20David%20-%20Rembrandt%20-%20Mus%C3%A9e%20du%20Louvre%20Peintures%20MI%20957.jpg
Q646337,Nocturne in Black and Gold – The Falling Rocket,James McNeill Whistler,1875,United States,United States,United States,Detroit Institute of Arts,Detroit Institute of Arts,42.359444444,-83.064722222,17,48003,48.8,Nocturne in Black and Gold – The Falling Rocket,http://commons.wikimedia.org/wiki/Special:FilePath/Whistler-Nocturne%20in%20black%20and%20gold.jpg
Q644106,The Daughters of Edward Darley Boit,John Singer Sargent,1882,United States,United States,United States,Museum of Fine Arts Boston,Museum of Fine Arts Boston,42.339444444,-71.094166666,16,51519,48.8,The Daughters of Edward Darley Boit,http://commons.wikimedia.org/wiki/Special:FilePath/John%20Singer%20Sargent%20001.jpg
Q2610675,The Fortune Teller,Caravaggio,1594,France,France,France,Department of Paintings of the Louvre,Louvre Museum,48.861111111,2.335833333,26,24848,48.6,The Fortune Teller (Caravaggio),http://commons.wikimedia.org/wiki/Special:FilePath/The%20Fortune%20Teller-Caravaggio%20%28Louvre%29.jpg
Q16333797,Rudolf II as Vertumnus,Giuseppe Arcimboldo,1591,France,France,France,Palace of Versailles,Skokloster Castle,59.7038,17.61941,18,42433,48.6,Vertumnus (Arcimboldo),http://commons.wikimedia.org/wiki/Special:FilePath/Vertumnus%20%C3%A5rstidernas%20gud%20m%C3%A5lad%20av%20Giuseppe%20Arcimboldo%201591%20-%20Skoklosters%20slott%20-%2091503.jpg
Q63844,Soft Construction with Boiled Beans,Salvador Dalí,1936,United States,United States,United States,Philadelphia Museum of Art,Philadelphia Museum of Art,39.965833333,-75.181388888,13,59743,48.6,Soft Construction with Boiled Beans (Premonition of Civil War),
Q1134250,The Massacre of the Innocents,Pieter Brueghel the Elder,1566,United Kingdom,United Kingdom,United Kingdom,Royal Collection,Windsor Castle,51.483888888,-0.604444444,21,33873,48.5,Massacre of the Innocents (Bruegel),http://commons.wikimedia.org/wiki/Special:FilePath/Pieter%20Bruegel%20the%20Elder%20-%20Massacre%20of%20the%20Innocents%20-%20Google%20Art%20Project.jpg
Q405814,Ship of Fools,Hieronymus Bosch,1500,France,France,France,Department of Paintings of the Louvre,Room 815,,,25,25561,48.4,Ship of Fools (painting),http://commons.wikimedia.org/wiki/Special:FilePath/Jheronimus%20Bosch%20011.jpg
Q18209192,"Man Proposes, God Disposes",Edwin Landseer,1864,United Kingdom,United Kingdom,United Kingdom,"Royal Holloway, University of London","Royal Holloway, University of London",51.4248,-0.566731,13,56870,48.4,"Man Proposes, God Disposes",http://commons.wikimedia.org/wiki/Special:FilePath/Man%20proposes%20god%20disposes%20-%20Edwin%20Landseer%20-%20RH.jpg
Q2653851,The Elevation of the Cross,Peter Paul Rubens,1610,Belgium,Belgium,Belgium,Onze-Lieve-Vrouwekathedraal,Onze-Lieve-Vrouwekathedraal,51.220268,4.40025,24,26688,48.3,The Elevation of the Cross (Rubens),http://commons.wikimedia.org/wiki/Special:FilePath/Peter%20Paul%20Rubens%20-%20Raising%20of%20the%20Cross%20%28Cathedral%20of%20Antwerp%29.jpg
Q951105,The Feast in the House of Levi,Paolo Veronese,1573,Italy,Italy,Italy,Gallerie dell'Accademia,Venice,45.439722222,12.331944444,23,28098,48.3,The Feast in the House of Levi,http://commons.wikimedia.org/wiki/Special:FilePath/The%20Feast%20in%20the%20House%20of%20Levi%20by%20Paolo%20Veronese%20%28edited%202%29.jpg
Q1619527,Mr and Mrs Andrews,Thomas Gainsborough,1748,United Kingdom,United Kingdom,United Kingdom,National Gallery,United Kingdom,54.6,-2.0,21,32488,48.3,Mr and Mrs Andrews,http://commons.wikimedia.org/wiki/Special:FilePath/Thomas%20Gainsborough%20-%20Mr.%20und%20Mrs.%20Andrews%20%28c.%201750%29.jpg
Q4068125,The Apotheosis of War,Vasily Vereshchagin,1871,Russia,Russia,Russia,Tretyakov Gallery,Tretyakov Gallery,55.741389,37.620864,17,42121,48.3,The Apotheosis of War,http://commons.wikimedia.org/wiki/Special:FilePath/1871%20Vereshchagin%20Apotheose%20des%20Krieges%20anagoria.JPG
Q714794,Freedom of Worship,Norman Rockwell,1943,United States,United States,United States,Norman Rockwell Museum,Norman Rockwell Museum,42.287917,-73.335864,15,48301,48.3,Freedom of Worship (painting),http://commons.wikimedia.org/wiki/Special:FilePath/Save%20freedom%20of%20worship%20-%20each%20according%20to%20the%20dictates%20of%20his%20own%20conscience%20-%20buy%20war%20bonds%20-%20DPLA%20-%2032b167140fd2f03c3b0dbdbc8aeb298c.jpg
Q488825,Adoration of the Magi,Sandro Botticelli,1475,Italy,Italy,Italy,Uffizi Gallery,Uffizi Gallery,43.768333333,11.255277777,25,24003,48.2,Adoration of the Magi (Botticelli),http://commons.wikimedia.org/wiki/Special:FilePath/Zanobi-Altar.jpg
Q655705,The Musicians,Caravaggio,1595,United States,United States,United States,Metropolitan Museum of Art,Metropolitan Museum of Art,40.779444444,-73.963333333,22,29331,48.2,The Musicians (Caravaggio),http://commons.wikimedia.org/wiki/Special:FilePath/The%20Musicians%20MET%20DP-687-001.jpg
Q594406,The Fall of the Rebel Angels,Pieter Brueghel the Elder,1562,Belgium,Belgium,Belgium,Royal Museums of Fine Arts of Belgium,Royal Museums of Fine Arts of Belgium,50.84168,4.358238,19,36482,48.2,The Fall of the Rebel Angels,http://commons.wikimedia.org/wiki/Special:FilePath/Pieter%20Bruegel%20the%20Elder%20-%20The%20Fall%20of%20the%20Rebel%20Angels%20-%20Google%20Art%20Project.jpg
Q2422889,Portrait of a Young Man,Raphael,1513,Poland,Poland,Europe other,Czartoryski Museum,Czartoryski Museum,50.0646408,19.9399667,16,43845,48.2,Portrait of a Young Man (Raphael),http://commons.wikimedia.org/wiki/Special:FilePath/Raphael%20missing.jpg
Q21056477,The Broken Column,Frida Kahlo,1944,Mexico,Mexico,Americas,Museo Dolores Olmedo,Museo Dolores Olmedo,19.266,-99.126024,16,44385,48.2,The Broken Column,
Q2439462,Portrait of a Lady,Rogier van der Weyden,1460,United States,United States,United States,"National Gallery of Art (Washington, D.C.)","National Gallery of Art (Washington, D.C.)",38.891388888,-77.02,24,25077,48.1,Portrait of a Lady (van der Weyden),http://commons.wikimedia.org/wiki/Special:FilePath/Rogier%20van%20der%20Weyden%20-%20Portrait%20of%20a%20Lady%20-%20Google%20Art%20Project.jpg
Q1387483,The Last Judgment,Hieronymus Bosch,1450,Austria,Austria,Austria,Academy of Fine Arts Vienna,Academy of Fine Arts Vienna,48.201253,16.365103,16,42637,48.1,"The Last Judgment (Bosch, Vienna)",http://commons.wikimedia.org/wiki/Special:FilePath/Jheronimus%20Bosch%20097%20exterior%2002.jpg
Q1787460,Watson and the Shark,John Singleton Copley,1778,United States,United States,United States,Museum of Fine Arts Boston,United States,39.828175,-98.5795,16,42659,48.1,Watson and the Shark,http://commons.wikimedia.org/wiki/Special:FilePath/Watsonandtheshark-original.jpg
Q1213936,The Gross Clinic,Thomas Eakins,1875,United States,United States,United States,Philadelphia Museum of Art,Philadelphia Museum of Art,39.965833333,-75.181388888,14,49315,48.1,The Gross Clinic,http://commons.wikimedia.org/wiki/Special:FilePath/Thomas%20Eakins%2C%20American%20-%20Portrait%20of%20Dr.%20Samuel%20D.%20Gross%20%28The%20Gross%20Clinic%29%20-%20Google%20Art%20Project.jpg
Q2338404,Portrait of a Musician,Leonardo da Vinci,1485,Italy,Italy,Italy,Pinacoteca Ambrosiana,Pinacoteca Ambrosiana,45.46378,9.185952,27,20155,48.0,Portrait of a Musician,http://commons.wikimedia.org/wiki/Special:FilePath/Leonardo%20da%20Vinci%20-%20Portrait%20of%20a%20Musician%20-%20Pinacoteca%20Ambrosiana.jpg
Q2610936,Boy with a Basket of Fruit,Caravaggio,1594,Italy,Italy,Italy,Borghese Collection,Galleria Borghese,41.91421,12.492144,24,24506,48.0,Boy with a Basket of Fruit,http://commons.wikimedia.org/wiki/Special:FilePath/Boy%20with%20a%20Basket%20of%20Fruit-Caravaggio%20%281593%29.jpg
Q3555076,Nymphs and Satyr,William-Adolphe Bouguereau,1873,United States,United States,United States,Clark Art Institute,Clark Art Institute,42.7078,-73.2136,23,26481,48.0,Nymphs and Satyr,http://commons.wikimedia.org/wiki/Special:FilePath/William-Adolphe%20Bouguereau%20%281825-1905%29%20-%20Nymphs%20and%20Satyr%20%281873%29%20HQ.jpg
Q798034,Bacchus,Francesco Melzi,1510,France,France,France,Department of Paintings of the Louvre,Room 710,,,19,34106,48.0,Bacchus (Leonardo),http://commons.wikimedia.org/wiki/Special:FilePath/Bacchus%20-%20Leonardo%20da%20Vinci%20workshop%20-%20Louvre%20INV%20780.jpg
Q960447,Tiger in a Tropical Storm,Henri Rousseau,1891,United Kingdom,United Kingdom,United Kingdom,National Gallery,National Gallery,51.508888888,-0.128333333,17,39182,48.0,Tiger in a Tropical Storm,http://commons.wikimedia.org/wiki/Special:FilePath/Surprised-Rousseau.jpg
Q2538580,The Joy of Life,Henri Matisse,1906,United States,United States,United States,Barnes Foundation,Barnes Foundation,39.960643,-75.172808,15,44930,48.0,Le bonheur de vivre,http://commons.wikimedia.org/wiki/Special:FilePath/La%20Joie%20de%20vivre%2C%20par%20Henri%20Matisse.jpg
Q3222585,Le Désespéré,Gustave Courbet,1840,Qatar,Qatar,Asia,Q136497529,Musée d'Orsay website,25.29936,51.5465,14,48324,48.0,Le Désespéré,http://commons.wikimedia.org/wiki/Special:FilePath/Gustave%20Courbet%20-%20Le%20D%C3%A9sesp%C3%A9r%C3%A9%20%281843%29.jpg
Q4390923,Isleworth Mona Lisa,Leonardo da Vinci,1502,,,,http://www.wikidata.org/.well-known/genid/4ac01d06151ccf83dccdfdab5fdb3d3c,,,,12,55292,48.0,Isleworth Mona Lisa,http://commons.wikimedia.org/wiki/Special:FilePath/The%20Isleworth%20Mona%20Lisa.jpg
Q698015,Madonna of the Carnation,Leonardo da Vinci,1475,Germany,Germany,Germany,Bavarian State Painting Collections,"Alte Pinakothek, upper floor, gallery IV",48.149583,11.571776,30,16231,47.9,Madonna of the Carnation,http://commons.wikimedia.org/wiki/Special:FilePath/LEONARDO-DA-VINCI%20-%20MADONNA-MIT-DER-NELKE-7779%20917154%20BSTGS.jpg
Q45130,The Geographer,Johannes Vermeer,1668,Germany,Germany,Germany,Städel Museum,Städel Museum,50.10322,8.67388,25,22215,47.9,The Geographer,http://commons.wikimedia.org/wiki/Special:FilePath/Johannes%20Vermeer%2C%20Der%20Geograf%2C%201669.png
